#	i_init_Turns_Coil	L2_Magnet_Thickness	L1_Web_Length	L2_Pole_Arc	L1_Pole_V_angle	L1_Pole_Arc	u_YtoT	L1_Web_Thickness	L1_Magnet_Thickness	L1_Magnet_Separation	L2_Magnet_Bar_Width	L1_Magnet_Post	L2_Bridge_Thickness	L1_Magnet_Bar_Width	i_Tooth_Width_Ratio	L2_Web_Thickness	i_Split_Ratio	i_Slot_Op_Ratio	i_Stator_OD	i_AmpT_rms	L1_Bridge_Thickness	i_Line_Current_RMS	i_Active_Length	o_OP1_max_temp	o_Op1_ShaftToruqe	o_Op1_ipk	o_Torque_Density	o_Turn_Coil	o_Weight_Act	o_Weight_Mag	o_Weight_Rot_Core	o_Weight_Stat_Core	o_Weight_Wdg	o_Wh_Loss	o_Wh_Shaft	o_Wh_input	obj_o_Weight_Act	constr_o_OP1_max_temp	constr_o_Op1_ShaftToruqe	obj_o_Wh_Loss
188	11	4.40125	0.59275	0.6138125	111.05	0.5215	2.621875	0.7661249999999999	5.14375	4.28125	0.6411	1.693125	1.978125	0.8693750000000001	0.5148124999999999	0.22975	0.7088125000000001	0.694625	376.9	1683.9375	1.533125	636.3961030678927	138.6775	89.12660616699419	1277.9807483	900.000000001	82.59925904135353	10.58421000306064	107.867554109231	3.765735248902281	38.23432443156216	38.33489029175664	23.18067623650707	572.791820552	9751.80842727	10285.6318905				
