 	Design Numbers	obj_o_Weight_Act	obj_o_Wh_Loss
1	0.10163	79.68788261106572	506.946504755987
2	0.9877	79.69191195744804	506.5931917595432
3	0.9848	79.72137118065096	506.57921941086084
4	0.9392	79.75362973074263	505.776292319964
5	0.9268	79.77794957256255	504.70139724795166
6	0.9602	79.77884331504349	504.27553384463505
7	0.9658	79.7836513010176	504.1873079679121
8	0.10329	79.8144396628896	504.08060583423594
9	0.10322	79.82465265341602	501.6517188280181
10	0.10164	79.8303136229111	501.08647640113116
11	0.9486	79.85619645258286	500.51707756434536
12	0.9404	79.88264421888101	497.8512450201795
13	0.9771	79.9040759278509	496.73866675615983
14	0.9820	79.91301268250535	492.1425450947363
15	0.9690	79.98068202750768	491.0046729063888
16	0.9295	79.99369659448571	490.85081834943054
17	0.8976	80.02024173340435	489.4805705820361
18	0.9473	80.05475480645224	489.21702454379096
19	0.8845	80.05974724475392	488.51884467497706
20	0.8846	80.10943611040427	488.4163096265157
21	0.9557	80.12259772067588	488.1844688934898
22	0.10305	80.1770191308635	486.5822805333579
23	0.8678	80.19644999666517	486.4920768087888
24	0.9237	80.19646739846593	486.1550223664948
25	0.8930	80.20806288356016	485.81405682937077
26	0.8025	80.25934563305849	485.6301872166606
27	0.9228	80.29935818688304	484.947937943806
28	0.9792	80.30946495480126	484.3813085186408
29	0.7294	80.32922782028653	483.5921451125579
30	0.8216	80.96224356564092	483.1519497168013
31	0.8152	80.98707707565411	482.732417846414
32	0.9947	81.27167259771156	481.8771472253642
33	0.7282	81.36887263471651	481.52932801793725
34	0.7714	81.43660891028244	481.39927741750853
35	0.9497	81.55791505108637	481.0369228271452
36	0.7596	81.58430378056	481.00382286331495
37	0.10352	81.68640799168774	480.90142388693243
38	0.8334	81.76237607195283	480.8244141530608
39	0.9496	81.76553681209869	480.3332581604285
40	0.9907	82.21001966127126	479.9893211746798
41	0.8571	82.28258202906082	479.7528491520855
42	0.8151	82.29653242704266	479.59613308909474
43	0.8333	82.3574382162899	479.3665376749226
44	0.6415	82.41356436978842	479.00778722405374
45	0.8179	82.55088404298043	478.8738972691605
46	0.10263	82.69317784735526	478.43833735408424
47	0.5553	83.11437825153261	478.00278190112675
48	0.7005	83.12361265848267	477.975523035152
49	0.7176	83.12554387244903	477.9565192197602
50	0.5373	83.16136909346547	477.88768280682234
51	0.6370	83.1778395667658	477.056396550464
52	0.9702	83.23132256006498	476.0431303227694
53	0.9041	83.28602718168588	475.82322983046197
54	0.7889	83.29957022604535	475.79401966597857
55	0.8463	83.31138433316036	475.71765360212504
56	0.8570	83.36453168335845	475.0263576594187
57	0.6656	83.71455689770049	474.56290633361266
58	0.8579	83.72787424152996	474.4076346858213
59	0.6872	84.00647494898912	474.0545054393407
60	0.9169	84.07559806303357	473.94093174409267
61	0.9357	84.08151132937842	473.5845255048033
62	0.9283	84.35237863116397	473.53375610994806
63	0.9438	84.4438041957299	473.21765433288675
64	0.5959	84.67048098820705	473.212027920278
65	0.8369	84.70081975856573	473.0920586852636
66	0.9397	84.98044254575642	472.57575923624427
67	0.9828	85.00113656795864	472.5480022561222
68	0.9903	85.03554498548293	472.11594639765093
69	0.9527	85.25597025595943	471.9512729391071
70	0.10134	85.28551106586066	471.713007749943
71	0.8836	85.38161166767418	471.57463132620916
72	0.7640	85.46225360346111	470.59246122339437
73	0.8158	85.49956011798591	470.3783182834965
74	0.9476	85.50412276226714	470.28851997718925
75	0.9878	85.52083611530041	470.2430813741555
76	0.10008	85.7137974011562	469.31142752560925
77	0.8751	86.15309602679092	468.63859562874853
78	0.10048	86.16255829433152	468.5010226842221
79	0.8180	86.44596475068786	468.48004236118527
80	0.8663	86.63446780229789	468.38265732747084
81	0.8492	86.6454847324103	468.18051282317697
82	0.7835	86.65801840496843	467.91667009437714
83	0.10122	86.72867905440857	467.7974247680726
84	0.9529	86.72944359272267	467.56216899550924
85	0.10228	86.813100683557	467.5124767701257
86	0.10072	86.82856683772181	466.6142235536117
87	0.8183	87.59186396397388	466.4965118458824
88	0.10077	87.64769805329595	466.1097588755295
89	0.7820	87.76760189828394	465.930650461469
90	0.10046	87.77149589436974	465.71791177949757
91	0.8873	87.79036788056379	465.28293225444537
92	0.8538	88.70412379538273	464.9369972759561
93	0.8583	88.78262324800116	464.3134116305722
94	0.8296	88.9514666142249	463.9682035115486
95	0.10169	88.99813300246969	463.77258927569676
96	0.9047	89.10420661681046	463.2453104407817
97	0.6965	89.89303378557882	463.2004638661119
98	0.9048	90.03528936846395	462.7944302098667
99	0.8427	90.1771628029618	462.74784183452334
100	0.9747	90.58002924433592	461.3128338722695
101	0.9835	91.10507706072434	461.0234167107936
102	0.8037	91.26012415200671	460.95459524436495
103	0.7307	91.29129038314414	460.7294174673991
104	0.7693	91.29901550094881	460.6279086447239
105	0.9204	91.29912682489584	460.6236521427138
106	0.9671	92.30640902813703	460.238754421091
107	0.9906	92.52836503915884	459.948667869497
108	0.8437	92.54104089732202	459.7845012619905
109	0.9957	92.58535376646175	459.1758773041503
110	0.6226	93.05903738020456	458.96488921193816
111	0.7993	93.14682646691955	458.7677504577171
112	0.7818	93.25573191096453	458.4299753862357
113	0.6006	93.28049851865732	458.2491934193346
114	0.6004	93.45369359303848	457.82215437835
115	0.6126	93.54510639043751	457.75587363844886
116	0.7311	93.72000007720618	457.57926294698905
117	0.10027	93.87987577966253	457.27408010668995
118	0.9873	94.1435687084581	457.1778913587598
119	0.8642	94.16729598627899	457.1456350346251
120	0.7808	94.22794284508802	456.9416759195901
121	0.8438	94.2558038123146	456.5707617393131
122	0.10098	96.29679890764751	456.14037258101496
123	0.9694	97.77353235043465	455.54017304422285
