 	Design Numbers	obj_o_Weight_Act	obj_o_Wh_Loss
205	0.205	99.37544095239599	547.5892873385783
206	0.206	112.0341351265425	529.1019853349434
207	0.207	120.83288900868773	573.207488232713
208	0.208	108.25718188206415	558.4830242304396
209	0.209	121.30469356563725	557.3578098441519
210	0.210	105.54691292347403	567.0118540514242
211	0.211	142.75734736674121	696.244239433569
212	0.212	104.97698170756158	531.6731891722889
213	0.213	115.38342637335178	537.45117015663
214	0.214	138.71386530197012	589.5334090490202
215	0.215	116.63920239154557	562.007626156031
216	0.216	128.98539339076544	598.2117060781172
217	0.217	125.21743872632806	626.4705398076211
218	0.218	109.18096539050156	566.6363487406838
219	0.219	108.22811472884152	610.38570559103
220	0.220	105.25135020688533	581.0442488576791
221	0.221	92.74050748051063	529.3631055915015
222	0.222	104.2256885975433	560.7675711169557
223	0.223	107.9651029192568	553.8513260979032
224	0.224	107.3444589899692	558.2484761850418
225	0.225	138.33406730538792	610.1187838244493
226	0.226	112.74377476919838	565.2271808486328
227	0.227	89.67521933433714	579.1598460575789
228	0.228	86.2053329070193	569.8349572499042
229	0.229	131.8583148927144	638.9577205159599
230	0.230	120.05371966841672	617.568736365892
231	0.231	91.12148622135389	597.1974651683569
232	0.232	140.47174066798314	638.5941739352534
233	0.233	114.01245808852282	550.2762777824884
234	0.234	119.51646080560506	603.7180664492655
235	0.235	125.57661106588733	573.3004288963082
236	0.236	120.52834621548918	570.739961836391
237	0.237	98.95773131305812	597.0282668676114
238	0.238	115.9373120915987	592.2472470732299
239	0.239	89.71631700768067	538.3421382409888
240	0.240	90.36504469728592	560.0471997587857
241	0.241	118.10698593318277	627.9360155852683
242	0.242	111.8164168035795	530.9085996580345
243	0.243	117.62214782392267	546.3210896059287
244	0.244	121.83286791026934	593.543311696211
245	0.245	105.36447915053134	562.1327567517393
246	0.246	99.92614596506613	555.7294411797076
247	0.247	93.24028433172708	542.7751319741762
248	0.248	103.39560178432414	513.6154381195138
249	0.249	139.6077517601542	649.0823300514755
250	0.250	109.052351656916	529.3610229137186
251	0.251	104.85396217545069	552.6619225473479
252	0.252	92.59772405528435	554.5164840006792
253	0.253	133.90349668738327	643.8902927491043
254	0.254	148.29554424677738	612.8357914062339
255	0.255	123.15525565253232	544.3758350243713
256	0.256	108.84371935256742	563.8675205974015
257	0.257	125.11742936200594	548.4339438266428
258	0.258	86.40645275755755	566.6368089841084
259	0.259	145.47895024461795	705.0479480860251
260	0.260	148.86513551270684	667.9858601869046
261	0.261	114.89905751369596	598.7420914201058
262	0.262	87.4097337463854	547.9789244891672
263	0.263	129.26556708983344	575.3001895380148
264	0.264	105.24729105109053	566.1044464482717
265	0.265	119.97275821159145	628.6075943782258
266	0.266	114.37296256827312	573.9946366622737
267	0.267	128.15404102584378	717.1977772463651
268	0.268	123.00268004688235	567.74713880797
269	0.269	136.45749621949383	620.8478745424914
270	0.270	127.05367391458292	637.356637669119
271	0.271	95.12614190836109	535.8832829327355
272	0.272	102.35633345221554	566.1073005299562
273	0.273	146.16829348274413	738.914959616576
274	0.274	145.80079749643545	584.8215976453023
275	0.275	82.7505467956026	525.036424819555
276	0.276	132.17289413223915	643.6219981824586
277	0.277	115.44904644543979	598.9352701680201
278	0.278	117.07586123167582	582.5177972304126
279	0.279	118.1155596101179	566.4959206768566
280	0.280	132.62346198847192	634.6029552040832
281	0.281	115.33253641590376	549.7966199492365
282	0.282	91.23091579207767	539.9712225772319
283	0.283	86.36445273957004	535.5318629442553
284	0.284	146.5222866590776	608.1397454195162
285	0.285	99.85411038174115	589.3036172531491
286	0.286	95.64728135377878	587.1903491649072
287	0.287	123.8210940821801	570.8425001448662
288	0.288	88.89965000528974	534.3568949208765
289	0.289	125.45787200223948	564.5601224832346
290	0.290	116.88079566787432	554.399715654795
291	0.291	138.4147619194048	648.4121046638287
292	0.292	110.17601171153528	548.4519779533503
293	0.293	93.98881432429535	530.1309112502703
294	0.294	126.66951301153584	540.3079848735631
295	0.295	124.2919469323249	580.1538473502939
296	0.296	109.97850351140484	544.9264328861929
297	0.297	142.60529319407502	599.5095203833029
298	0.298	125.07646992643095	585.6257605412396
299	0.299	128.07937023794352	586.600677208147
300	0.300	141.77447623273062	611.7292818635735
301	0.301	136.16405976176412	586.8013239142279
302	0.302	130.2506339958807	577.8279719824321
303	0.303	120.50093157278883	642.1289814487998
304	0.304	107.14115037470623	612.9840474443138
305	0.305	107.34047437836087	525.795121410531
306	0.306	103.84751975455146	586.7611670655587
307	0.307	105.01973769488828	656.9443225226096
308	0.308	117.26717082003202	631.8295238133693
309	0.309	124.84512462381373	541.7599738230094
310	0.310	116.577921452811	576.9698171665208
311	0.311	91.64785891299883	549.5205316742453
312	0.312	134.611194433047	569.360096804117
313	0.313	145.80677188753936	645.5407972896045
314	0.314	92.50188567107648	557.9386172131814
315	0.315	131.59224322774722	590.3775716698001
316	0.316	110.28257615469528	593.0794093200477
317	0.317	133.11133707120902	740.5452771984428
318	0.318	119.58192929169795	574.6632574708779
319	0.319	119.3434941636801	592.9662628219777
320	0.320	98.24834470460664	548.9293208345485
321	0.321	137.55168691371162	657.2480729252287
322	0.322	138.06738009281622	582.1176630244873
323	0.323	126.49114243539273	564.7732218382704
324	0.324	132.04696857558417	567.2969657538871
325	0.325	125.96540816485624	633.6308557576004
326	0.326	90.38682359059433	565.4827683993879
327	0.327	112.58695985160814	547.1981211492501
328	0.328	133.68468396914486	642.7618252864536
329	0.329	119.38611187787996	674.7396157682283
330	0.330	145.51034987172108	629.1734607806128
331	0.331	147.99181621080268	605.8990002951853
332	0.332	114.11296122692409	552.212004502469
333	0.333	96.59701260327483	541.9973934699024
334	0.334	116.3001440440987	590.9909186522995
335	0.335	117.81662371625355	584.202827443091
336	0.336	142.32398364000053	662.4283771373553
337	0.337	124.90370407614601	675.9033415467468
338	0.338	107.8416761425589	523.7521263908415
339	0.339	133.1616646889255	640.8933695045329
340	0.340	136.35357933713567	625.9645867787904
341	0.341	95.39683261794171	580.8213352470522
342	0.342	107.07146516839278	533.6050100701189
343	0.343	120.90609939379267	542.2661991662382
344	0.344	99.66196190285591	533.5610370995676
345	0.345	107.45726340567047	621.342322186685
346	0.346	112.53462327808813	576.3802153299538
347	0.347	99.62309245953554	539.6553096321417
348	0.348	137.14909137008152	587.0645388409753
349	0.349	122.09761538273779	616.466787374598
350	0.350	86.03202371521557	560.5887808696575
351	0.351	118.35943597186414	609.771063349529
352	0.352	133.17733939271494	608.0428940835376
353	0.353	107.69848614846154	549.939330764464
354	0.354	91.13247995167107	565.9684545384054
355	0.355	109.48942050115807	542.4067761720864
356	0.356	130.5766476205015	578.7185013895692
357	0.357	133.8891517283635	625.4175894696773
358	0.358	108.42043798553357	591.8168073356397
359	0.359	128.8134158879401	605.7235484783339
360	0.360	131.2101939231635	554.5834293114968
361	0.361	101.67943923632671	511.3983559815418
362	0.362	134.38212622551276	582.4032913133414
363	0.363	142.69243709230545	755.451675083552
364	0.364	120.84479163515454	692.9833131989958
365	0.365	117.45033022006098	601.0761668592593
366	0.366	105.84137055281516	587.0540603783355
367	0.367	111.20452780612554	576.2876352215784
368	0.368	93.00505932113187	554.8286072613278
369	0.369	94.4443531721601	593.0047468022457
370	0.370	136.75708842553553	604.8894792511717
371	0.371	103.85584878160124	535.5043362536106
372	0.372	136.97598314380608	644.6484644515803
373	0.373	102.12927922957603	563.83615300234
374	0.374	139.98400670867002	704.7908730350875
375	0.375	104.69906835677772	525.107299796967
376	0.376	113.91499686539984	573.949542925171
377	0.377	114.03042869843183	601.8679092658645
378	0.378	98.359461306646	574.4694731266834
379	0.379	148.89324656548217	597.1024637517854
380	0.380	134.24400460945466	656.4258659764
381	0.381	132.0018497158678	620.1823704062422
382	0.382	118.2648598786886	538.6797077182713
383	0.383	96.24644524132829	556.140737698703
384	0.384	126.41049316623213	569.9646343376043
385	0.385	139.69503221775213	627.3492952572246
386	0.386	97.1470104689462	531.7374593562282
387	0.387	121.70520110042571	596.8060166863982
388	0.388	117.52814546990463	565.3654200977968
389	0.389	103.65254549715108	556.0983006164163
390	0.390	125.18758125834391	656.7144140339333
391	0.391	109.76607989721508	548.189084323933
392	0.392	95.10689767560822	529.9547482311663
393	0.393	134.89267312341903	628.6527908016097
394	0.394	112.8831749429321	565.8559173825192
395	0.395	115.20193436295146	612.8317104688065
396	0.396	102.21873463495048	544.7736391666895
397	0.397	100.93613303265195	544.0541309150528
398	0.398	99.06764132564629	545.9772227693074
399	0.399	103.91418130197751	598.7170484821204
400	0.400	131.9445221571608	587.4295070529424
401	0.401	103.03454232377034	570.4549950778123
402	0.402	99.18018990714914	564.3857009415055
403	0.403	106.81627498481504	600.7752077677975
404	0.404	99.11156784953484	531.3572799139835
405	0.405	94.45826081921048	590.6991169589344
406	0.406	113.07744211600465	551.6565843950032
407	0.407	99.2950040694482	576.9775028602671
408	0.408	99.22930845756918	576.6748317669197
409	0.409	118.77432157133615	582.9761711250071
410	0.410	90.88526519057756	544.1133335300234
411	0.411	118.6234684230543	518.004926261665
412	0.412	108.885713176175	535.5158247421665
413	0.413	109.59042788381511	538.3789702080907
414	0.414	102.47001409794512	594.1871293561534
415	0.415	117.03331888632296	514.7816411662226
416	0.416	117.13746470779095	523.819092511259
417	0.417	117.46242480401976	543.2635247388251
418	0.418	101.75644792347471	545.1136588438527
419	0.419	103.1571558801675	569.5171771515307
420	0.420	100.77653747826807	572.2088258512703
421	0.421	109.54418425609823	531.8358809132275
422	0.422	110.57001651963458	543.8285762581663
423	0.423	102.1875326046795	585.5652471433073
424	0.424	101.99328309413755	554.3882626947693
425	0.425	104.90484215639331	535.1884974522378
426	0.426	108.25154937214204	573.8309051035567
427	0.427	115.78346983370061	538.3547345879322
428	0.428	113.31068782917576	510.3118479129689
429	0.429	100.25092865660982	556.6799237320532
430	0.430	108.46393005607422	581.3401584455703
431	0.431	105.9991983336036	607.750364400048
432	0.432	98.02434475974691	554.0959351827919
433	0.433	105.89709662332122	586.738468949689
434	0.434	92.63626510111733	536.821661451037
435	0.435	107.26076359879517	595.2630915843675
436	0.436	91.24676258901964	538.9960583114776
437	0.437	105.20095167955574	556.4560861575146
438	0.438	107.84724062177192	549.6068256163901
439	0.439	104.98729938328547	585.9886033517943
440	0.440	95.17393761196453	572.3059817291078
441	0.441	95.44019791496899	580.35555438827
442	0.442	109.94711982307793	526.2573746951393
443	0.443	93.35267269945099	563.6460271530434
444	0.444	100.66508280208133	564.1296067595886
445	0.445	117.0568966864032	582.4027547277285
446	0.446	100.91427348848529	502.8794417741912
447	0.447	97.5111177820874	585.4925055875558
448	0.448	100.93978804141317	563.1234678128874
449	0.449	108.58143279087437	510.78177425690825
450	0.450	97.393780733416	574.4548175415537
451	0.451	93.1208096927331	528.5942957784371
452	0.452	129.6315428341198	577.4693311118651
453	0.453	106.20363420820563	565.3556456685237
454	0.454	100.73095326392236	515.795208302061
455	0.455	110.23120153096563	526.0366756032698
456	0.456	109.25852355233536	531.8611756454992
457	0.457	104.0526323032995	595.5500603638071
458	0.458	100.59708922095345	506.9689236256965
459	0.459	115.54631545236657	537.5986711020829
460	0.460	104.35075225696674	533.5285352532335
461	0.461	106.46126559748498	531.7672123905108
462	0.462	113.49632437635616	565.173316245325
463	0.463	107.91256928185389	566.2227870526175
464	0.464	109.65457204870275	490.79287475840715
465	0.465	97.99089282198268	571.3136183348529
466	0.466	98.13566987368239	590.940437149385
467	0.467	101.63002815357623	584.5166506773489
468	0.468	92.34890133872938	582.4869684366885
469	0.469	104.82437260342043	602.7084619477529
470	0.470	99.3602291028245	529.6523980600356
471	0.471	106.286085830233	567.7822947660771
472	0.472	103.82923251585096	569.7263910959335
473	0.473	105.39247270762789	572.8390931537515
474	0.474	102.18692123856302	549.2579986313717
475	0.475	96.21934099806032	521.9770308178639
476	0.476	93.94829532148285	589.7165497172413
477	0.477	94.82064777016642	544.8652155989042
478	0.478	109.97695352107355	603.6568258293091
479	0.479	101.31831358561021	523.0251413970915
480	0.480	109.97825189655437	527.8124277387815
481	0.481	103.54046765933138	512.0402044514339
482	0.482	98.00912694464861	580.8159836374965
483	0.483	102.14615971448268	575.172726390693
484	0.484	94.9215255931814	574.9946738489247
485	0.485	98.81612127442973	583.6597630224205
486	0.486	98.69905274324667	561.9572226349277
487	0.487	98.00303445366715	564.0891073859542
488	0.488	100.93302537985939	567.0482773593541
489	0.489	103.69408422762103	497.7506275460716
490	0.490	105.49216351352108	514.0843644525479
491	0.491	106.64608584828397	528.9660573220265
492	0.492	103.4297966085596	516.2627063040059
493	0.493	104.23712022339572	561.6796236344617
494	0.494	95.09843895082344	572.3766097032586
495	0.495	104.39201838937808	525.4982868911252
496	0.496	96.52659606086982	536.6896391134414
497	0.497	97.64581654235265	543.9284542083427
498	0.498	102.5422242229141	589.0013960506695
499	0.499	99.49226811160177	578.8337624965903
500	0.500	98.05477222910555	560.1039597809975
501	0.501	99.61380559505804	524.4921338121648
502	0.502	100.29827523428449	532.6318830405332
503	0.503	109.22619195192594	503.2800449339691
504	0.504	103.88494674077779	497.9942678407519
505	0.505	103.89210432114422	531.7166940216031
506	0.506	103.99911559515391	500.2200685852981
507	0.507	104.98257261829123	500.8499059907087
508	0.508	98.05712099179362	604.0731104699113
509	0.509	103.75522300389069	500.15398001986597
510	0.510	107.56738025891238	494.41618694561015
511	0.511	102.62073226470045	499.21642806345545
512	0.512	108.71496399223487	552.7104276683285
513	0.513	99.08652670885391	571.5534189609351
514	0.514	97.49253350165239	567.0571938256475
515	0.515	97.5534504334999	573.5221346242591
516	0.516	102.44884694513428	515.0403124606892
517	0.517	106.44997860618363	628.8068473616652
518	0.518	88.44345986062926	507.40086662953445
519	0.519	94.05369803760385	527.8891261658779
520	0.520	108.76114455960595	568.206437360402
521	0.521	106.12612059506961	512.6671994604228
522	0.522	99.62704555533941	565.9276008470056
523	0.523	110.13515604846638	502.1148735517913
524	0.524	104.25082302081384	500.9416538012748
525	0.525	109.3584086888405	484.9439103415239
526	0.526	108.8307121449261	515.5044851031304
527	0.527	96.63890635735508	537.7716322682747
528	0.528	105.30813924522234	525.688613351322
529	0.529	109.14792224938972	535.303611345618
530	0.530	97.31249383924468	545.6678511278186
531	0.531	94.35569858978884	569.8132853383605
532	0.532	98.23304769195859	566.0690250102692
533	0.533	94.36739705751665	567.0861363480941
534	0.534	103.16862601392644	542.9974857440147
535	0.535	97.06495750749347	593.2192487460471
536	0.536	98.29803716020892	517.8402370001895
537	0.537	109.92966168904344	521.5557713945115
538	0.538	100.80308345916978	486.9027486011583
539	0.539	93.45103335188168	546.0378715563544
540	0.540	94.86232823419478	552.9515549203845
541	0.541	95.74670808903578	557.5531139834312
542	0.542	96.42515923488655	559.0662921130299
543	0.543	100.3083771708431	558.4030237909201
544	0.544	94.5760511832917	592.2220391740681
545	0.545	98.00875994775087	567.1743345192389
546	0.546	97.98279202841715	568.1962129404485
547	0.547	104.09753312357216	520.9805627950126
548	0.548	103.98023052348873	516.8639084174297
549	0.549	99.52293700562467	534.668322727664
550	0.550	94.08341112622533	543.1962157628908
551	0.551	111.64315167108823	553.7416145041159
552	0.552	93.30038600792957	545.7237572021778
553	0.553	100.67966107643548	510.71804375609616
554	0.554	96.56001446483828	542.3560773865015
555	0.555	100.36678470091371	540.3918626199675
556	0.556	99.2792674597052	538.7410382095517
557	0.557	103.99841329436471	504.0600644433642
558	0.558	102.38688607681046	526.7916092104904
559	0.559	94.0930198736141	588.7263894348299
560	0.560	100.12230090067419	562.0432890901831
561	0.561	98.45580431553137	529.7875256349956
562	0.562	98.91976067969634	519.0901667734905
563	0.563	95.31757506144527	524.0809328362466
564	0.564	99.00648725535521	543.7089639257349
565	0.565	98.65176849346214	558.4796011608424
566	0.566	104.32128209657391	505.63908077535825
567	0.567	96.88150386619708	557.045716164359
568	0.568	102.23328312046908	528.1344805653754
569	0.569	95.91727270277273	533.063866946305
570	0.570	101.1149790876013	538.5047825752476
571	0.571	93.76670828367169	537.7605101365896
572	0.572	105.57350311915496	545.412452007732
573	0.573	101.1508156204845	523.7859334405609
574	0.574	99.0449199135866	507.9875266667936
575	0.575	105.86086174167166	539.393208470139
576	0.576	94.02050096530523	504.6728073702174
577	0.577	96.65368943680302	521.6419449452895
578	0.578	100.4601664957554	520.3268699718293
579	0.579	96.62280719985762	539.3354179603743
580	0.580	100.68413803337343	507.5014134232454
581	0.581	103.80060888041288	486.1915768290482
582	0.582	107.44294106260317	508.74097002197954
583	0.583	107.28496493777303	501.6947973333037
584	0.584	106.93597250113615	513.2720627928508
585	0.585	103.0204921170685	502.2464727402141
586	0.586	103.02658086262042	527.6291673479157
587	0.587	99.32219685601368	524.0102312691387
588	0.588	97.15937094594867	566.2953758244557
589	0.589	98.9925862380914	517.0495742669215
590	0.590	94.59918876874174	521.5188866447374
591	0.591	95.4895327823901	532.1509648662332
592	0.592	102.28805469272478	563.0164953214297
593	0.593	93.51210990003626	548.2235344753475
594	0.594	92.41415484068332	586.7468627857735
595	0.595	92.18862344512945	577.3017075232577
596	0.596	99.69403865130298	527.8326448000518
597	0.597	103.11669156644875	509.1483135613203
598	0.598	96.36458727107781	519.7505764195197
599	0.599	102.27680209424139	511.61795848079896
600	0.600	100.16582132280392	508.43835247733637
601	0.601	94.29643717968183	531.4866328606067
602	0.602	99.12862401137428	529.5003634243388
603	0.603	100.45245024968894	488.35672804755393
604	0.604	105.70305945221335	543.1555441773355
605	0.605	93.06286145337907	528.2666060111402
606	0.606	100.43603431797908	535.0063081388087
607	0.607	110.20868772116168	511.49275657578016
608	0.608	100.66619594647396	489.5030484393987
609	0.609	102.91859423674757	487.81047701849474
610	0.610	108.6232993221477	519.5580217243049
611	0.611	104.15376751887024	504.9331910451281
612	0.612	100.18447732433273	504.7895645067357
613	0.613	102.72579112336685	504.1172831880772
614	0.614	102.51143727162084	508.64268267522516
615	0.615	90.22077860754086	519.6633151745874
616	0.616	102.18442204913228	596.3258093762709
617	0.617	100.44277129072823	507.4689660143365
618	0.618	103.29186404927846	515.3321676886492
619	0.619	109.53796421346243	488.34898619522795
620	0.620	109.43389614356099	483.00102573362955
621	0.621	92.86250605154451	481.29009499224253
622	0.622	100.69398834068606	539.2949798119242
623	0.623	94.8309615378239	530.3361818240934
624	0.624	94.67485444095581	523.8402490947275
625	0.625	107.5113476780049	493.80985133129735
626	0.626	109.34299853166019	487.44221620797873
627	0.627	91.35192313265512	539.5238938607889
628	0.628	101.14752132362922	521.6419053499249
629	0.629	99.1361690135742	516.8255327981025
630	0.630	95.3483274277862	518.9104936674998
631	0.631	100.63475653921824	493.24734062257863
632	0.632	103.06247069997025	502.6218818788143
633	0.633	100.56364436511694	485.09935460658596
634	0.634	109.25227409858013	486.52354026629575
635	0.635	95.46830763186466	502.2382575559148
