 	Design Numbers	obj_o_Wh_Loss	obj_o_Weight_Act
172	0.2879	500.04383909971017	129.5349046430613
173	0.4946	500.2404896431392	129.4535077803614
174	0.2970	500.47374300124557	129.30859597214064
175	0.4880	500.60791437105416	129.18145099308327
176	0.4887	500.62611873935464	129.16247020670184
177	0.2521	500.7851693228207	129.0784599023154
178	0.5089	501.08566717745697	128.88195779183147
179	0.4285	501.2412176343199	128.7589913886097
180	0.4502	501.28553246852846	128.7502068797351
181	0.1851	501.3155946299669	128.6146139338736
182	0.8246	501.520670113395	128.48201430748327
183	0.4553	501.7685141193711	128.3559422810257
184	0.9941	502.10022570306023	128.06964459722883
185	0.8592	502.1401211013437	128.04710866724727
186	0.3502	502.20562528279237	128.0270543441217
187	0.5152	502.2361999330357	128.00446789875835
188	0.7624	502.2628062199002	127.9630062982722
189	0.9838	502.2898973974019	127.94637859279571
190	0.1229	502.4692626519825	127.94307212815097
191	0.4964	502.6051109286216	127.78661358679096
192	0.7659	502.6532466139332	127.78155044664011
193	0.8402	502.6721952098302	127.74542550350778
194	0.9897	502.8638978310056	127.63905752312556
195	0.9107	502.8638978310056	127.63905752312556
196	0.9503	502.8638978310056	127.63905752312556
197	0.9890	502.8731065065675	127.633941165386
198	0.9396	502.95577541537926	127.59559452809259
199	0.4672	503.01534949546846	127.579301952165
200	0.2424	503.0954831556883	127.47070322900971
201	0.4239	503.22152237383176	127.33626747579817
202	0.6065	503.5495069175188	127.13064906480626
203	0.7958	503.79899182169237	127.12972128658319
204	0.2880	503.96470564052424	127.01930041743373
205	0.7812	504.07872636595204	126.99638461615868
206	0.3030	504.1787499037029	126.97095199459203
207	0.2671	504.3234215151637	126.77593723083305
208	0.9710	504.37312895766684	126.61930219709292
209	0.6232	504.6615992636361	126.55383235346909
210	0.6679	504.92101955559644	126.36004812299022
211	0.9729	505.0332395415821	126.286287649319
212	0.9086	505.1082783781313	126.21418483782486
213	0.3821	505.31789566890234	126.09018705006997
214	0.7307	505.4692605347046	125.9833159966587
215	0.9875	505.639513315015	125.82311621512939
216	0.2103	505.77169917598525	125.77344168611884
217	0.3508	505.8797767877786	125.65314958607085
218	0.8300	505.9317248905877	125.62158192614302
219	0.1750	506.07673974482634	125.53741555041813
220	0.2650	506.2852082510028	125.41830084987893
221	0.2996	506.31795418889226	125.37445160388604
222	0.4337	506.3408891757569	125.37174333480894
223	0.1785	506.44967221223516	125.37116375955156
224	0.4026	506.45467365859537	125.36633150652298
225	0.4314	506.55935353947933	125.26244899951197
226	0.1270	506.5967747773794	125.25710109554466
227	0.1970	506.63563116813924	125.25146423089562
228	0.2089	506.68741075980705	125.24506501821142
229	0.4960	506.7527158567524	125.17203854733685
230	0.9753	506.8062305740075	125.10615823057816
231	0.3186	507.2636718513846	124.80909144478532
232	0.8010	507.4772479244841	124.65487545307434
233	0.7990	507.61623998573504	124.59264459130051
234	0.6111	507.92220329256554	124.50844992455599
235	0.5799	507.9495560481107	124.49909335511455
236	0.2736	508.05812228190285	124.4580493575713
237	0.2914	508.05812228190285	124.4580493575713
238	0.7757	508.1103302679128	124.3413573925172
239	0.8937	508.27860162484257	124.1990320722625
240	0.6612	508.3412775296337	124.19746395443175
241	0.9751	508.3458993225174	124.19236158256825
242	0.9812	508.375091681064	124.17704833037533
243	0.9823	508.3773907461171	124.17614248788867
244	0.7023	508.48422933324633	124.09084228801026
245	0.6100	508.7642107218072	124.04066643558264
246	0.6050	508.7642107218072	124.04066643558264
247	0.6168	508.7642107218072	124.04066643558264
248	0.7854	508.85589292881497	123.925402497733
249	0.9382	508.92506652980734	123.8238282103182
250	0.8821	508.936383754104	123.81927563261722
251	0.7762	508.991073192192	123.8080768949606
252	0.8696	509.0342101571163	123.76860448321113
253	0.8350	509.41944411851654	123.74546735939225
254	0.7415	509.52406383863	123.61555064703053
255	0.8607	509.5869948159315	123.4330166684195
256	0.8974	509.82212572265087	123.30309212831841
257	0.5362	510.2982995911772	123.21913957960939
258	0.8756	510.4032216621194	122.99295215480197
259	0.2684	510.8151681787885	122.76885278631103
260	0.848	511.21445541645386	122.66386104353076
261	0.6975	511.48810500888203	122.63431815258001
262	0.6518	511.5633772893165	122.3356461392847
263	0.5414	511.7785650464402	122.3028466988674
264	0.7017	511.9557944260855	122.06916356080161
265	0.3096	511.9736641730759	122.04993979911495
266	0.9969	512.1005010579885	121.95808625279534
267	0.9380	512.3156298696222	121.86275185636822
268	0.7024	512.6938249050663	121.65576974711803
269	0.6130	512.7990293592172	121.60114167244271
270	0.3731	513.0019224584935	121.4856690311757
271	0.8434	513.5121490671585	121.41344006573028
272	0.7030	513.5194979357132	121.33929471282615
273	0.2069	513.5727869951594	121.28457985276425
274	0.9044	513.8458048644889	121.11736081667325
275	0.3896	514.2022688773311	120.80059672798232
276	0.4375	514.2187968465172	120.79878077153776
277	0.3044	514.2643749827419	120.79204693895966
278	0.2701	514.375019222414	120.710629206054
279	0.2127	514.3825210938681	120.70864531900861
280	0.2678	514.3887577165314	120.70367272764358
281	0.2932	514.3887577165314	120.70367272764358
282	0.3949	514.4335541022483	120.68939886094881
283	0.4018	514.4335541022483	120.68939886094881
284	0.4150	514.4335541022483	120.68939886094881
285	0.3311	514.4874674634269	120.68317192250761
286	0.4926	514.5728193231936	120.58780172768725
287	0.5373	514.5960610853593	120.58318184918109
288	0.5084	514.6048943362704	120.5821349644998
289	0.9319	514.9757676231094	120.3677631244272
290	0.9555	514.9757676231094	120.3677631244272
291	0.6809	514.9793797282258	120.3668037679609
292	0.7803	514.9793797282258	120.3668037679609
293	0.5926	514.9946953463148	120.36673196855558
294	0.6888	515.059064790145	120.32383989393625
295	0.6517	515.1353368110816	120.2931153508928
296	0.5201	515.158975531189	120.28137031760284
297	0.9362	515.2616426794132	120.22598356143578
298	0.7088	515.3497431710093	120.18106790854702
299	0.5741	515.5589060718215	120.081758590026
300	0.5892	515.5987453416473	120.06138912738453
301	0.9837	515.6154653509045	120.0426359324682
302	0.7390	515.6522110956157	120.00627098519696
303	0.4286	515.758308155861	119.9924531923884
304	0.7078	516.0029277370807	119.93717605032393
305	0.6276	516.1347559925373	119.75212427499834
306	0.4959	516.4552333610753	119.66088026443042
307	0.8311	516.4839963206018	119.6297875615919
308	0.3104	516.568353251937	119.52698600325596
309	0.7792	516.7987282812156	119.39915964892296
310	0.7571	517.0259445413473	119.3673709147466
311	0.6361	517.1135152250295	119.32830434176452
312	0.7414	517.1613478382939	119.30577331308771
313	0.6576	517.3679342361212	119.27681149501963
314	0.9670	517.4323269240139	119.17771163144778
315	0.8560	517.8721999646622	119.02423281238856
316	0.1885	517.9515933460531	119.00091841796068
317	0.1458	518.1051173401976	118.85643383464154
318	0.7170	518.248354003926	118.73184969668162
319	0.5678	518.39926539604	118.69632811435332
320	0.2916	518.6562924640704	118.60910683304408
321	0.3834	518.6768570454936	118.43986862146733
322	0.3970	519.0834888014085	118.22993959084042
323	0.2833	519.3685279370209	118.09923753278225
324	0.2882	519.4605444884314	118.03705783784484
325	0.6657	519.5977363940341	117.94109720602533
326	0.7413	519.6419438412009	117.94013784955904
327	0.5186	519.9263422817617	117.87592050755484
328	0.6238	519.998721407223	117.78260633069196
329	0.3145	520.1674944208094	117.69481044173345
330	0.6736	520.3896517299239	117.56466094905511
331	0.7336	520.4912804995041	117.51051013192205
332	0.7648	520.606274904075	117.45093221153513
333	0.3172	520.673095911072	117.42759756558166
334	0.6164	520.900948237539	117.42703388739726
335	0.2303	520.9712532497606	117.29713974945618
336	0.3286	521.0469957997091	117.23935089244263
337	0.3979	521.1036976281374	117.1983404786607
338	0.3153	521.2250200178169	117.15200659150622
339	0.2588	521.2608117781085	117.13478254569229
340	0.2716	521.3742823542462	117.10077256205521
341	0.1918	521.4371171080243	117.07069930765668
342	0.1856	521.5017654253303	117.03148468130962
343	0.7638	521.5434363905117	117.01969965349313
344	0.8199	521.6196158740795	116.99240960523215
345	0.9986	521.7442343437216	116.91769202416177
346	0.6826	521.8017351644118	116.90163842336266
347	0.3893	521.8064886044741	116.8594426424261
348	0.4269	522.0618395660191	116.84938710992049
349	0.7660	522.1358848494057	116.73713082547133
350	0.1953	522.1552396651426	116.6983014468583
351	0.4507	522.3762140925886	116.56842027049507
352	0.2070	522.5367084296975	116.55996930424854
353	0.9870	522.576888758435	116.45309961324064
354	0.7804	522.9094357056886	116.33560035621456
355	0.969	523.0768511254504	116.31706819126696
356	0.9494	523.1394423231176	116.28710370720049
357	0.7549	523.3443806483064	116.14826700633724
358	0.2960	523.3881169232574	116.14065828980581
359	0.3617	523.6695792481892	115.96264282885726
360	0.9958	523.6934054471418	115.9506390893107
361	0.2244	523.9067216735307	115.91823621968507
362	0.2815	523.9943825451826	115.86695633689682
363	0.4735	524.1615834956991	115.69389229120735
364	0.4897	524.4139888471124	115.68667950449225
365	0.1410	524.4427107752175	115.60380405214748
366	0.3713	524.5243423397675	115.59156087002657
367	0.2520	524.7319058644792	115.48030552701495
368	0.5242	524.877990795533	115.42417769889863
369	0.8722	524.9960290923739	115.33055325310967
370	0.9692	525.2463847580865	115.24521168622844
371	0.6270	525.4916476985754	115.16471247184158
372	0.2683	525.6516747538794	115.07765455510778
373	0.3342	525.9197040101535	115.02296776134526
374	0.7664	525.980420543443	114.95650570705592
375	0.5207	526.1864711229666	114.78175562227597
376	0.4192	526.2118509429121	114.76261306656586
377	0.6016	526.4184229124282	114.66170415717195
378	0.7357	526.8065635664067	114.46524136516227
379	0.4889	526.8490154777977	114.45697085299895
380	0.8623	527.0078498068353	114.37700929114162
381	0.3589	527.4851313314717	114.34638757441124
382	0.8956	527.4965260998522	114.16932606743644
383	0.7515	527.8620431982212	113.94846955787392
384	0.7691	527.9144134240863	113.89766006735698
385	0.8520	528.0281482502014	113.8717980422648
386	0.8118	528.574721917483	113.59624797826059
387	0.9497	528.6848086940582	113.52378010566542
388	0.9998	528.6848086940582	113.52378010566542
389	0.9949	528.6848086940582	113.52378010566542
390	0.6488	528.915697975629	113.44459062199334
391	0.7708	529.0206389796164	113.40749507286678
392	0.7473	529.0634203386622	113.3896388104755
393	0.5173	529.255946038585	113.31610560294678
394	0.5117	529.3310537180648	113.28711632186325
395	0.4888	529.3310537180648	113.28711632186325
396	0.6341	529.4420915617598	113.21899586085446
397	0.9589	529.4770924125526	113.15977387084422
398	0.6611	529.653705062732	113.13482722286928
399	0.8841	529.9429141207382	113.00446074585889
400	0.9083	530.0092843733914	112.94245131962194
401	0.3046	530.2330550662136	112.92917695455009
402	0.7193	530.2562383926795	112.8582012846943
403	0.7647	530.2880232882528	112.8356702560175
404	0.9189	530.4034833414806	112.76892583390486
405	0.9851	530.4063584753249	112.7336691824535
406	0.6735	530.5590777465974	112.72903797133463
407	0.8892	530.6792899656864	112.6698434827453
408	0.3011	531.0290866496492	112.55002419927736
409	0.9514	531.0709915627912	112.50037492380186
410	0.6237	531.0862292863166	112.47371836133192
411	0.2997	531.1486584786892	112.45511202845707
412	0.5455	531.2798143983593	112.40411589706581
413	0.6380	531.3810395943493	112.31034799745126
414	0.7256	531.4338890028222	112.28804136187573
415	0.4500	531.5910129518602	112.23632898499795
416	0.4453	531.6951494050336	112.19652485782436
417	0.7141	531.7146694613829	112.16352052809503
418	0.1732	531.9665566653883	112.14031042727028
419	0.6531	532.0299813021464	112.0346214627348
420	0.4478	532.1229434321492	111.99479916294912
421	0.3446	532.1968257013259	111.98886136117923
422	0.9005	532.3684590253639	111.85699099072349
423	0.7260	532.4392715092608	111.85597697035006
424	0.4524	532.4573743763123	111.84218786429652
425	0.2967	532.5962032921989	111.79177316078044
426	0.9858	532.6298968238417	111.74421795565853
427	0.6451	532.7845811895829	111.73813854499855
428	0.2567	532.7919546573155	111.70321732239499
429	0.9659	532.8047259826945	111.66188529507211
430	0.9611	533.0254618744691	111.58980550654002
431	0.1697	533.3227928739525	111.54113066605075
432	0.4833	533.386933936123	111.44356400217126
433	0.5739	533.4749498022096	111.41517738730549
434	0.4037	533.577824457299	111.36164011000169
435	0.2779	533.6524920320417	111.32847652770587
436	0.9607	533.8137846158055	111.22613521296755
437	0.9804	533.8236798200244	111.20558485380015
438	0.4460	533.9508076411822	111.19887127276812
439	0.7954	533.9788394523603	111.12695380307312
440	0.7729	534.2892170450117	111.00064669141867
441	0.8653	534.3378511531379	110.97620107481303
442	0.8663	534.3559234920375	110.97526287071618
443	0.8708	534.3692258644513	110.97134744636564
444	0.2366	534.586968480638	110.92376410126306
445	0.9493	534.6562819834838	110.83805395724391
446	0.4941	534.9130192448257	110.74581579693893
447	0.5225	535.1955743057475	110.70324522535756
448	0.4800	535.2145087010704	110.617303841444
449	0.9039	535.2981970036677	110.58805385259708
450	0.4997	535.6292814776943	110.46645426922208
451	0.4907	535.6845159686553	110.45154033331275
452	0.7960	535.698782802057	110.37607407849183
453	0.6932	535.7178874575542	110.37596517497889
454	0.6229	535.7733403390889	110.37238150572298
455	0.6121	535.808472304137	110.36405831714437
456	0.7636	535.9187416601242	110.30964990519442
457	0.7565	535.9318707433225	110.27367834484328
458	0.6058	536.0345913994915	110.24519421611004
459	0.8758	536.0954455312733	110.2351504574235
460	0.9584	536.1594593490294	110.20821009219267
461	0.9889	536.2027974491	110.19013884557354
462	0.2382	536.3438722983932	110.17967207011094
463	0.9869	536.4398143243732	110.08871856431956
464	0.8248	536.4718027138399	110.0414673083429
465	0.8138	536.5327965039424	110.01553384007221
466	0.8197	536.5327965039424	110.01553384007221
467	0.7976	536.5327965039424	110.01553384007221
468	0.8655	536.583524464391	109.98607987044376
469	0.7395	536.620487940738	109.97338316876773
470	0.7745	536.6726849304791	109.95558275877804
471	0.7470	536.6936749916487	109.94548700438855
472	0.7962	536.806654001316	109.89716418473266
473	0.6587	536.8575142211248	109.88590908400163
474	0.5537	536.9759626416914	109.88561204058797
475	0.8304	537.1645666636003	109.7833527529932
476	0.5606	537.3698858056775	109.65931522197096
477	0.7191	537.3803790822158	109.64646714653162
478	0.9894	537.6180457897191	109.58964946520958
479	0.8011	537.7151854577057	109.50795632567119
480	0.8258	537.7553700617714	109.49043053413398
481	0.9024	538.044073479548	109.36254876409986
482	0.5475	538.1123060794511	109.36178787248939
483	0.6401	538.121743245128	109.35844741499093
484	0.7875	538.1217687943586	109.33661529582915
485	0.5632	538.1541036185922	109.33006657723932
486	0.6966	538.2916390181177	109.26304818391634
487	0.8532	538.3600024910221	109.23113797749008
488	0.6874	538.4664730016641	109.19030744775955
489	0.3854	538.9151769132275	109.06457502421563
490	0.8005	539.0173108312309	108.95584833764006
491	0.9732	539.3011404191814	108.9367824762962
492	0.9464	539.3035418024642	108.8270563982863
493	0.5711	539.3671072081438	108.8252044531273
494	0.5058	539.5454452112004	108.7919557307182
495	0.9883	539.5523220434881	108.7278474841842
496	0.8894	539.8898897454131	108.59851721976455
497	0.9956	539.9202171312189	108.56125545955388
498	0.3983	540.4383613946644	108.38159148794894
499	0.5909	540.533953360085	108.3404589664443
500	0.8058	540.6380004406582	108.30290672473521
501	0.5803	540.6502532643768	108.2766033719666
502	0.8563	540.9994615385297	108.12360390940415
503	0.5185	541.1872488667401	108.11999002860968
504	0.6224	541.4158683702166	108.10039829284504
505	0.4140	541.4620650776804	108.01570634393295
506	0.3770	541.9638840421264	107.81701815295634
507	0.4108	542.1271636490973	107.72993097777982
508	0.9195	542.2051463390171	107.63952314843928
509	0.2133	542.4300835621023	107.62365940399552
510	0.8072	542.5768898347551	107.61341441876192
511	0.4225	542.6123410435735	107.52162462593259
512	0.4166	542.6252207905214	107.48085763225251
513	0.4248	542.716524041416	107.47834102511631
514	0.2753	542.8277598541447	107.42939815490844
515	0.3889	542.8324998337935	107.42765095088984
516	0.9602	543.254097532661	107.17230510285671
517	0.4362	543.9505009699446	106.99382135379396
518	0.3777	544.100676567082	106.90961366565261
519	0.5079	544.1621195103897	106.86018202389909
520	0.4523	544.2000113993997	106.85729899806387
521	0.4618	544.2000113993997	106.85729899806387
522	0.4894	544.2012445546211	106.83755295929727
523	0.4266	544.3624548087533	106.78040530284518
524	0.8735	544.520008391148	106.67513557242921
525	0.9948	544.537020026269	106.64972656707616
526	0.5738	544.956236363656	106.50110358076249
527	0.4508	545.1502496223341	106.46315787736245
528	0.2250	545.2983312374677	106.46171370277123
529	0.1879	545.420029087199	106.41594296130305
530	0.4044	545.4665154707311	106.34285484759505
531	0.9728	545.6539007019253	106.26124788653647
532	0.6899	545.68843330299	106.21174929508355
533	0.7016	545.8933667849764	106.12849651415627
534	0.1146	546.1728656173087	106.11118815785352
535	0.2541	546.2002448201772	106.06774709062671
536	0.8096	546.2090247060539	105.99434810472202
537	0.7161	546.269123769419	105.97985785233102
538	0.2429	546.4740561316297	105.93815298881141
539	0.6740	546.5100269988145	105.88729556649685
540	0.9765	546.7818212093973	105.83181807610349
541	0.5910	546.8626284914477	105.75547682842301
542	0.8564	546.9054511266213	105.70733410567982
543	0.5097	547.0829782104602	105.67878363707939
544	0.3283	547.4690010199997	105.59037089136501
545	0.6223	547.528631156463	105.47727841535578
546	0.9524	547.5430550527724	105.44874075875647
547	0.4409	547.7924948003036	105.42040023843245
548	0.2689	548.037154946052	105.35913453656482
549	0.8843	548.2853396798538	105.18056458856145
550	0.7562	548.5800540074803	105.08382460807468
551	0.5898	548.8963824383561	105.07723476918537
552	0.3495	549.030170432725	104.9337892425841
553	0.4690	549.1042468546266	104.91238490527627
554	0.5404	549.4397620344076	104.77956558228
555	0.9279	549.6996250621996	104.64063228087444
556	0.7756	550.0232365947413	104.53823654722589
557	0.8648	550.0401907474213	104.50224569420577
558	0.9499	550.2648215384655	104.4233060669535
559	0.9531	550.4080655112813	104.36562783160905
560	0.7885	550.444496329666	104.35368759575788
561	0.4682	550.4529228193934	104.33594544576641
562	0.9562	550.4867042853103	104.29646608260649
563	0.8501	550.5908356303494	104.28009204245481
564	0.6989	550.7557316748307	104.23794137115034
565	0.7446	550.7928533089571	104.23415315045513
566	0.9011	550.8008282497772	104.17533641231898
567	0.7194	550.9834727366691	104.15046728638424
568	0.8012	551.0549589907635	104.10549295869339
569	0.7159	551.0949883192067	104.08398993326047
570	0.8303	551.118441790917	104.06856063879255
571	0.7199	551.3865657011561	103.97069515196154
572	0.7253	551.4583137023177	103.94990921560546
573	0.8082	551.5627038375535	103.8997324522364
574	0.7155	551.7556714349606	103.85449239801835
575	0.4168	551.9586105665618	103.84836872747815
576	0.4253	551.9586105665618	103.84836872747815
577	0.4236	551.9586105665618	103.84836872747815
578	0.5975	552.1029049005655	103.72569422921396
579	0.9671	552.2975855452529	103.60117349821176
580	0.8294	552.3873383159356	103.57864246953496
581	0.5875	552.8880052151861	103.47532971497468
582	0.7429	552.9532974480654	103.38060778336367
583	0.7916	553.1101859416534	103.31201477495075
584	0.2318	553.467200451379	103.30624203643879
585	0.9964	553.5299315961266	103.13399925768434
586	0.3158	554.076718739541	103.08892931901724
587	0.2777	554.097329454768	103.08778333953938
588	0.7877	554.1086448119983	102.92349020200076
589	0.3619	554.4493457227014	102.91832889651559
590	0.7626	554.6154438179047	102.7956658588539
591	0.8267	554.7735283576226	102.73395865192035
592	0.6180	554.8037993605085	102.70085011259896
593	0.9257	554.8724286590036	102.61612373598666
594	0.8556	555.0417995088442	102.59238529039563
595	0.8034	555.1268500700148	102.5377448195472
596	0.9271	555.5390599844516	102.43220591223064
597	0.4689	555.8754337135082	102.37719985163429
598	0.5566	555.9498132494962	102.26434987685438
599	0.7818	556.0163595000865	102.24586665753057
600	0.8023	556.1021199300242	102.23542316043014
601	0.8977	556.4615014292168	102.10285657742698
602	0.2827	556.541384732546	102.10066409859182
603	0.3094	556.5560883727275	102.08696380792684
604	0.8417	556.5752429152913	102.06478380030697
605	0.5823	556.7282125045733	101.96871588144428
606	0.7993	556.7425940789726	101.94508877891325
607	0.2040	556.8847206868975	101.92852335572238
