#	i_init_Turns_Coil	L2_Magnet_Thickness	L1_Web_Length	L2_Pole_Arc	L1_Pole_V_angle	L1_Pole_Arc	u_YtoT	L1_Web_Thickness	L1_Magnet_Thickness	L1_Magnet_Separation	L2_Magnet_Bar_Width	L1_Magnet_Post	L2_Bridge_Thickness	L1_Magnet_Bar_Width	i_Tooth_Width_Ratio	L2_Web_Thickness	i_Split_Ratio	i_Slot_Op_Ratio	i_Stator_OD	i_AmpT_rms	L1_Bridge_Thickness	i_Line_Current_RMS	i_Active_Length	o_OP1_max_temp	o_Op1_ShaftToruqe	o_Op1_ipk	o_Torque_Density	o_Turn_Coil	o_Weight_Act	o_Weight_Mag	o_Weight_Rot_Core	o_Weight_Stat_Core	o_Weight_Wdg	o_Wh_Loss	o_Wh_Shaft	o_Wh_input	obj_o_Weight_Act	constr_o_OP1_max_temp	constr_o_Op1_ShaftToruqe	obj_o_Wh_Loss
303	11	4.73125	0.6752499999999999	0.6306875	96.84999999999999	0.7264999999999999	2.456875	0.704875	4.42375	3.47625	0.7671000000000001	1.701875	1.569375	0.8931250000000001	0.5946874999999999	0.17275	0.7013875000000001	0.725375	410.7	1635.8125	1.760625	636.3961030678927	125.8725	70.51474186638259	1299.99999999	743.002866089	77.96024715261461	10.28172543555306	120.5698886798051	4.939995460747912	43.26840458907806	43.28459073373794	24.72978470866816	643.266935917	9751.810162440001	10359.1461656				
