#	i_init_Turns_Coil	L2_Magnet_Thickness	L1_Web_Length	L2_Pole_Arc	L1_Pole_V_angle	L1_Pole_Arc	u_YtoT	L1_Web_Thickness	L1_Magnet_Thickness	L1_Magnet_Separation	L2_Magnet_Bar_Width	L1_Magnet_Post	L2_Bridge_Thickness	L1_Magnet_Bar_Width	i_Tooth_Width_Ratio	L2_Web_Thickness	i_Split_Ratio	i_Slot_Op_Ratio	i_Stator_OD	i_AmpT_rms	L1_Bridge_Thickness	i_Line_Current_RMS	i_Active_Length	o_OP1_max_temp	o_Op1_ShaftToruqe	o_Op1_ipk	o_Torque_Density	o_Turn_Coil	o_Weight_Act	o_Weight_Mag	o_Weight_Rot_Core	o_Weight_Stat_Core	o_Weight_Wdg	o_Wh_Loss	o_Wh_Shaft	o_Wh_input	obj_o_Weight_Act	constr_o_OP1_max_temp	constr_o_Op1_ShaftToruqe	obj_o_Wh_Loss
359	11	5.52625	0.2627499999999999	0.7026874999999999	112.25	0.6485	2.629375	0.8553750000000001	5.13625	1.28875	0.6439	1.580625	1.975625	0.8188750000000001	0.5061875	0.60625	0.7420875000000001	0.714125	414.9	1836.1875	1.594375	636.3961030678927	131.6575	72.4932422485851	1300.00000004	731.441301073	73.03331219368917	11.54116118026644	128.4611239747171	4.960770846290857	46.46650587772378	43.76386764855172	28.91609939263683	604.916514937	9751.81003588	10321.4837768				
